coding_id,family,term,genre,source,left,target,right,exclude,exclusion_reason,verbal_syntax,semantic_residue,interactional_residue,targeted_entity,coder_notes
mgc0479,shoo,shooed,FIC,FantasySciFi,"talking about him , calling him an old kook . He",shooed,the tourists off as gracefully as he could and sent Raymond up,0,,1,1,1,1,primary coding rule
mgc0480,wow,wowed,FIC,Stitch,#Mr. Noonan thought he was smart . She 'd been,wowed,"by him from the minute he showed up . And , after",0,,1,1,0,1,primary coding rule
mgc0481,boo,boos,FIC,Play:GameInches,"San Pedro . Clearly , George is a man used to",boos,". Booo booo booo ! "" Eeeef the Canadian faaans do n't",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0482,shoo,shooed,FIC,Stroll,"on her bed , ignoring her neighbor 's cough , Owl",shooed,away the new kitten and carefully arranged around her her five,0,,1,1,1,1,primary coding rule
mgc0483,wow,wowing,MAG,Time,"#, April 11 ) . "" Happy "" Chandler was",wowing,the voters everywhere with his own special brand of political,0,,1,1,0,1,primary coding rule
mgc0484,boo,boos,MAG,Fortune,"Lula was sworn in last Thursday , to both cheers and",boos,. The former president 's appointment was then suspended by a,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0485,boo,booed,NEWS,NYT-Reg,"#and the remaining elders , about 300 in all ,",booed,this action . After a lull the demonstration was renewed when the,0,,1,1,1,1,primary coding rule
mgc0486,boo,boos,FIC,Sybil,", in a voice inaudible even to himself . Cheers and",boos,"greeted him , in a proportion of one to three . He",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0487,boo,booed,MAG,SportsIll,#old days the fans accepted it ; now he was,booed,"when he drew the penalty . In 1985 , Bullough brought in",0,,1,1,1,1,primary coding rule
mgc0488,wow,wows,FIC,Messiah,""" He showed me a proof sheet of a tabloid story: "" Mystery Prophet",Wows,"TV Audience, "" with a photograph of Cave taken from the telecast and another",0,,1,1,1,1,primary coding rule
mgc0489,boo,booing,FIC,Bk:HomeRunFreedom,into the dirt . Kids had n't mastered the art of,booing,"yet . Even though it just came with the territory , the",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0490,boo,booed,NEWS,WashPost,"#let that bother you . "" # Jurgensen was once",booed,heartily as he walked onto Franklin Field for the Philadelphia,0,,1,1,1,0,primary coding rule
mgc0491,boo,booed,MAG,Atlantic,"#to make , nor is he more likely to be",booed,. Modesty stands much in the way . Few indeed have been,0,,1,1,1,0,primary coding rule
mgc0492,shoo,shoos,FIC,FantasySciFi,"or you 'll be stuck here for hours . "" He",shoos,"you through the door . # As you walk out , the",0,,1,1,1,1,primary coding rule
mgc0493,boo,boos,NEWS,NYT-Reg,"to present the British viewpoint regarding Ireland , hisses and",boos,from Sinn Fein adherents in the audience prevented him from,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0494,boo,boos,MAG,Time,have been acknowledging the kinship when she tried to quiet the,boos,"at Carnegie Hall by shouting the Greek word for "" good """,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0495,wow,wowed,MAG,Entertainment,"#Lucas recommends E.T . to Steven Spielberg , who is",wowed,"and signs him up for the lead in E.T. , replacing original",0,,1,1,0,1,primary coding rule
mgc0496,wow,wows,MAG,Prevention,"is part of this challenge. To keep things fun, Chris Freytag created four",WOWs,(workouts of the week). Download PDFs and watch Chris demo the moves,1,noun/proper-name/acronym use,0,0,0,0,excluded by primary coding rule
mgc0497,boo,booing,NEWS,Chicago,that thousands of women and girls are daily In danger of,booing,their lives in factory fire traps . Pleads to Save Lives of,0,,1,1,1,1,primary coding rule
mgc0498,shoo,shooed,FIC,Fan Fic,"this experience with her new friends . # Smiling , Tori",shooed,"them out of her store , and they made their way to",0,,1,1,1,1,primary coding rule
mgc0499,boo,booing,FIC,Play:IcarussMother,. ) BILL What a rotten guy ! ( They stop,booing,and just stare at the sky . ) FRANK He 's gone,0,,1,1,1,1,primary coding rule
mgc0500,boo,boos,MAG,Time,leer with a demonic joy reminiscent of Hieronymous Bosch . #,Boos,and Bravos . Penderecki scored the opera for an 80-voice chorus,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0501,shoo,shoos,FIC,Mov:BigEasyThe,"Osborne , please . Guerra pauses at the door . Remy",shoos,"him out . REMY (continuing ) Anne , meet me for",0,,1,1,1,1,primary coding rule
mgc0502,ooh,oohing,MAG,Time,"While the small (38,494 ) Yankee Stadium crowd was still",oohing,"in amazement , Louis bounced off the ropes and went to work",0,,1,1,1,0,primary coding rule
mgc0503,shoo,shoos,NEWS,CSMonitor,(Mr. Mom ) Dragoti decides to close the set and,shoos,"everyone out. // During our interview , Hanks talked a bit about",0,,1,1,1,1,primary coding rule
mgc0504,boo,booed,MAG,NewYorker,"#the president of the National Hockey League , and cveryhodt",booed,"( hockey fans hate officials ) , and then Emile Francis ,",0,,1,1,1,0,primary coding rule
mgc0505,shoo,shooing,FIC,TrueJustice,"nougat . "" Murrow vanished . Karp looked around and made",shooing,"motions . "" Go home , people , show 's over .",1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0506,boo,booed,FIC,MagnoliaStreet,"#she asked . The other followed , chanting . They",booed,"louder and longer than usual that night ; for last time ,",0,,1,1,1,0,primary coding rule
mgc0507,wow,wowed,MAG,TechReview,"#on Humanoid and Friendly Robotics . There , Waseda engineers",wowed,crowds with both Hadaly-2 and an ungainly bipedal humanoid,0,,1,1,1,1,primary coding rule
mgc0508,boo,booed,NEWS,NYT-Reg,"#Mayor 's arrival . And when he arrived , they",booed,him and began shouting slogans . Mr. Beame did not appear to,0,,1,1,1,1,primary coding rule
mgc0509,ooh,oohs,MAG,SportsIll,"C, Seat 4 of the mezzanine. "" I always got a lot of",oohs,"and ahs, "" Hadfield said, "" but I didn't get many goals",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0510,boo,booing,FIC,Mov:MajorLeague,call one bit . Doyle imitates the sound of a crowd,booing,". Taylor , meanwhile , has gone out to the mound .",0,,1,1,1,0,primary coding rule
mgc0511,boo,boos,NEWS,Chicago,"war , "" they shouted in repetitious unison . Chanting and",boos,"continued when Sen. Edward Kennedy , one of their heroes , urged",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0512,shoo,shooing,FIC,QuicksilverPool,"He might have said more , but his sister made a",shooing,"gesture with her hands . "" That will be enough . Off",1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0513,ooh,oohed,MAG,SportsIll,14 of 22 from the Friar patch while the SEC champions,oohed,and aahed with the rest of the crowd . All season Providence,0,,1,1,1,0,primary coding rule
mgc0514,shoo,shoos,FIC,HeadOW-Hollow,""" Okay , Cackleberry , "" says Corner Stone . He",shoos,"them with his sweat-wet handkerchief . "" Hot day -- a damned",0,,1,1,1,1,primary coding rule
mgc0515,shoo,shooed,FIC,Friday,"far end of the garden with Anita , and children firmly",shooed,"away . Anita said , "" Marjorie dear "" ? I 'm",0,,1,1,1,1,primary coding rule
mgc0516,boo,booing,FIC,GoneWithWind,", said the chief . Then he heard the crowd outside",booing,", and he changed his mind . Wait a minute , he",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0517,wow,wowed,MAG,Time,"#Open . In practice , Nicklaus shot a 65 ,",wowed,"spectators by reaching Royal Birkdale 's par-five , 510-yd.",0,,1,1,0,0,primary coding rule
mgc0518,boo,boos,MAG,PopSci,produces much of the tetrae : used in automotive gas to,boos,"numbers , publishes an annual of the fuel recommendations spc",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0519,shoo,shooed,FIC,FantasySciFi,"gazing in aimless fascination at whatever she was doing , until",shooed,"away - she saw him on the floor , playing with Milady",0,,1,1,1,1,primary coding rule
mgc0520,boo,boos,FIC,LetterLaw,"Zeckler managed to stumble from the witness stand , amid riotous",boos,"and hisses , and tottered into the anteroom. * * * *",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0521,ooh,oohing,FIC,MercedesCoffin,of gardening aficionados traipsing through his property,oohing,and aahing and congratulating Rina on a job well done . #,0,,1,1,1,0,primary coding rule
mgc0522,boo,booed,MAG,SportsIll,"#through his career . Whenever he made out , they",booed,him . I know that at Minneapolis he could hit home runs,0,,1,1,1,1,primary coding rule
mgc0523,boo,booed,MAG,Time,#night before . Mrs. Taft and the Senator had been,booed,by those awful Communists ) . But then the atmosphere changed,0,,1,1,1,1,primary coding rule
mgc0524,shoo,shooed,FIC,Analog,"he do . "" She nodded excitedly toward the apartment and",shooed,"me with a smile . "" Miro yo . "" # With",0,,1,1,1,0,primary coding rule
mgc0525,ooh,oohing,FIC,Mov:MyFavoriteYear,"start . They both begin eating the dim sum and """,oohing,""" and "" aahing . "" It 's obvious that K.C. has",0,,1,1,1,0,primary coding rule
mgc0526,shoo,shooed,FIC,WorldWithoutEnd,"wretched teats . Go on out of here . "" Gideon",shooed,her and she left the table but not the room . When,0,,1,1,1,1,primary coding rule
mgc0527,shoo,shooed,TV/MOV,"Third Finger, Left Hand",". OH , YOU DID , HUH ? YES . I-I",SHOOED,"SOME ART DEALER OUT OF HERE , AND THEN THE STEWARD TOLD",0,,1,1,1,0,primary coding rule
mgc0528,boo,boos,NEWS,NYT,time that Holmes entered the ring to a long chorus of,boos,to the moment that Cooney ' s manager jumped into the ring,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0529,boo,boos,MAG,Time,. But elsewhere his plan is sure to provoke as many,boos,as cheers . Republican Bob Packwood of Oregon and Democrat,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0530,wow,wowed,FIC,CerealMurders,#could n't afford to alienate her parents before I had,wowed,them with my baking . I handed an unsmiling Audrey a cheese,0,,1,1,0,1,primary coding rule
mgc0531,boo,booed,MAG,NewYorker,"#the short space of one week , a Scottish terrier",booed,by an audience and President Roosevelt criticized by Charles,0,,1,1,1,0,primary coding rule
mgc0532,shoo,shooed,FIC,Seduction,of drinking wine had pretty well done me in . Rosie,shooed,Andrew and me outside while she finished up the dishes . We,0,,1,1,1,0,primary coding rule
mgc0533,boo,booing,MAG,Time,title bout which Negro Howell King won despite the unholy,booing,of partisan spectators who thought he had overcome Chicago 's,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0534,boo,boos,FIC,Ploughshares,""" # "" Boos , "" said the conductor . """,Boos,". "" # "" Bus , "" said somebody else . #",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0535,wow,wowed,MAG,Time,#) musicomedy zany whose who-me ? expression and wild dancing,wowed,Broadway in 1949 's Gentlemen Prefer Blondes ; and Charles,0,,1,1,0,0,primary coding rule
mgc0536,shoo,shooing,FIC,Bk:BridgeScarletLeaves,"along with their mother . # Jo waved her hands ,",shooing,"away the tension . "" So it 's settled . We 'll",0,,1,1,1,1,primary coding rule
mgc0537,shoo,shooed,FIC,SciFI & Fantasy,pattern branched over its tiles . Reb Moulie and Coach Shep,shooed,away the pygmy swans . Ikva knelt to lay down her offerings,0,,1,1,1,1,primary coding rule
mgc0538,boo,booing,FIC,Arrangement,poets read ) . When the lecture was over and the,booing,"had ceased , we were joined by a thickset man with blue",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0539,boo,booed,MAG,Time,#patiently time and again while scattered hecklers hoo ed and,booed,during his United Nations Day speech in Dallas ' Memorial,0,,1,1,1,0,primary coding rule
mgc0540,boo,booing,NF/ACAD,AmerScholar,"said he was quitting : "" He was sick of the",booing,", sick of playing in New York , and he was going",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0541,boo,booed,MAG,SatEvePost,#public-speaking course ever went through worse agonies . He was,booed,"at a meeting dominated by the German-American Band and , while he",0,,1,1,1,1,primary coding rule
mgc0542,shoo,shooed,MAG,People,"my legs . This was n't his usual behavior . """,Shooed,"away , Midnight persisted . "" I heard him through the baby",0,,1,1,1,1,primary coding rule
mgc0543,boo,booed,NEWS,Chicago,"#from Ned Fritz , a Dallas attorney , who was",booed,"and hooted while speaking for the national ticket Gov . Shivers ,",0,,1,1,1,1,primary coding rule
mgc0544,ooh,oohing,TV/MOV,The Emperor's Club,"come up to the front of the classroom ? Classmates """,Oohing,", "" [Laughing] Would you mind finishing this diagram for me ?",0,,1,1,1,0,primary coding rule
mgc0545,boo,booing,NEWS,NYT-Let,"last night , which lost no opportunity ' of hissing and",booing,at every mention of the name of the President of the United,0,,1,1,1,0,primary coding rule
mgc0546,shoo,shooed,FIC,RisingTides,"he do ? "" "" Another A. "" She winked and",shooed,"Ethan away . Seth had such a sharp brain , she thought",0,,1,1,1,0,primary coding rule
mgc0547,wow,wowed,MAG,GolfMag,"#. Campbell went on Late Show with David Letterman ,",wowed,"a "" Sports Day "" audience at son Thomas 's school in",0,,1,1,1,1,primary coding rule
mgc0548,shoo,shooed,FIC,ParisRev,"for their faces , everyone else clustered around , then got",shooed,"back , then closed in again , cheering happily as a telltale",0,,1,1,1,0,primary coding rule
mgc0549,boo,boos,MAG,Time,"very eminent public servant . "" To a soft moan of",boos,"from his audience he quickly put a stop : "" I mean",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0550,boo,booing,NEWS,NYT-Reg,do n't intend to push my way through a crowd of,booing,", hissing people without some kind of protection , "" he added",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0551,boo,booing,TV/MOV,Bob's Burgers,": Boo ! No , no , no booing . No",booing,"mort . You know him , too . He 's one of",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0552,boo,booing,MAG,SportsIll,team in the new Busch Stadium in 2006 -- not raucous,booing,"perhaps but , as Fred Hanser , part of the ownership group",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0553,boo,boos,NEWS,NYT-Reg,". "" ' From the glittering audience undignified whistles ,",boos,and catcalls rose . In the galleries fans and foes of Miss,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0554,boo,booed,NEWS,Chicago,#just two runs on four hits -- and the crowd,booed,loudly . # The first pitch to Theriot was inside and the,0,,1,1,1,0,primary coding rule
mgc0555,shoo,shooed,FIC,Highlights (1),""" AwWw , "" whined the seven kids . Mom",shooed,them out . Aunt Brenda followed to make sure they found the,0,,1,1,1,1,primary coding rule
mgc0556,boo,booed,MAG,Time,"#was struck by the audience , a section of which",booed,when a telegram was read . . . signed by General Hugh,0,,1,1,1,0,primary coding rule
mgc0557,shoo,shooing,FIC,FantasySciFi,should . There was nothing left to do . With a,shooing,"motion she sent them out , and went to watch from behind",1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
